title,payment_amount,title,customer_name,rental_date,return_date,replacement_cost,first_name,staff_name,city,country,store_id,col,USA
PHILADELPHIA WIFE,4.99,PHILADELPHIA WIFE,CHRISTOPHER GRECO,2005-07-12 01:49:29.000,2005-07-17 01:00:29.000,16.99,Mike,MikeHillyer,Brescia,Italy,1,Above Avg,Other
LIFE TWISTED,6.99,LIFE TWISTED,MARJORIE TUCKER,2005-07-12 01:50:15.000,2005-07-20 03:03:15.000,9.99,Mike,MikeHillyer,Jastrzebie-Zdrj,Poland,1,Above Avg,Other
TOURIST PELICAN,4.99,TOURIST PELICAN,EVELYN MORGAN,2005-07-12 01:50:21.000,2005-07-14 06:49:21.000,18.99,Jon,JonStephens,Vaduz,Liechtenstein,2,Above Avg,Other
DISTURBING SCARFACE,2.99,DISTURBING SCARFACE,HILDA HOPKINS,2005-07-12 01:59:20.000,2005-07-12 22:22:20.000,27.99,Jon,JonStephens,Mandaluyong,Philippines,2,Below Avg,Other
TIMBERLAND SKY,2.99,TIMBERLAND SKY,ARMANDO GRUBER,2005-07-12 02:04:10.000,2005-07-17 23:18:10.000,13.99,Jon,JonStephens,Southport,United Kingdom,2,Below Avg,Other
EASY GLADIATOR,6.99,EASY GLADIATOR,RONALD WEINER,2005-07-12 02:07:59.000,2005-07-19 22:56:59.000,12.99,Mike,MikeHillyer,San Felipe del Progreso,Mexico,1,Above Avg,Other
SWEETHEARTS SUSPECTS,0.99,SWEETHEARTS SUSPECTS,TAMMY SANDERS,2005-07-12 02:09:36.000,2005-07-14 03:04:36.000,13.99,Jon,JonStephens,Changhwa,Taiwan,2,Below Avg,Other
SWEDEN SHINING,5.99,SWEDEN SHINING,OLGA JIMENEZ,2005-07-12 02:17:00.000,2005-07-19 00:57:00.000,19.99,Jon,JonStephens,Ogbomosho,Nigeria,2,Above Avg,Other
SUNRISE LEAGUE,9.99,SUNRISE LEAGUE,ERICA MATTHEWS,2005-07-12 02:20:09.000,2005-07-20 00:53:09.000,19.99,Jon,JonStephens,Pingxiang,China,2,Above Avg,Other
HANDICAP BOONDOCK,1.99,HANDICAP BOONDOCK,NINA SOTO,2005-07-12 02:22:46.000,2005-07-17 06:16:46.000,28.99,Jon,JonStephens,Palghat (Palakkad),India,2,Below Avg,Other
JET NEIGHBORS,4.99,JET NEIGHBORS,ALLAN CORNISH,2005-07-12 02:28:03.000,2005-07-19 03:06:03.000,14.99,Jon,JonStephens,Tarlac,Philippines,2,Above Avg,Other
NASH CHOCOLAT,5.99,NASH CHOCOLAT,GLENN PULLEN,2005-07-12 02:28:31.000,2005-07-21 00:38:31.000,21.99,Mike,MikeHillyer,Amersfoort,Netherlands,1,Above Avg,Other
BUCKET BROTHERHOOD,4.99,BUCKET BROTHERHOOD,SETH HANNON,2005-07-12 02:28:40.000,2005-07-17 05:58:40.000,27.99,Jon,JonStephens,al-Manama,Bahrain,2,Above Avg,Other
AFFAIR PREJUDICE,2.99,AFFAIR PREJUDICE,VIVIAN RUIZ,2005-07-12 02:40:41.000,2005-07-16 04:56:41.000,26.99,Mike,MikeHillyer,s-Hertogenbosch,Netherlands,1,Below Avg,Other
DRACULA CRYSTAL,1.99,DRACULA CRYSTAL,EVELYN MORGAN,2005-07-12 02:42:51.000,2005-07-20 06:57:51.000,26.99,Mike,MikeHillyer,Vaduz,Liechtenstein,1,Below Avg,Other
LOSER HUSTLER,4.99,LOSER HUSTLER,RUTH MARTINEZ,2005-07-12 02:57:02.000,2005-07-14 08:35:02.000,28.99,Mike,MikeHillyer,Kimberley,South Africa,1,Above Avg,Other
SECRET GROUNDHOG,6.99,SECRET GROUNDHOG,AMBER DIXON,2005-07-12 02:57:39.000,2005-07-20 01:43:39.000,11.99,Mike,MikeHillyer,Touliu,Taiwan,1,Above Avg,Other
DANCING FEVER,0.99,DANCING FEVER,DELORES HANSEN,2005-07-12 03:04:29.000,2005-07-17 21:36:29.000,25.99,Jon,JonStephens,Jaroslavl,Russian Federation,2,Below Avg,Other
BARBARELLA STREETCAR,3.99,BARBARELLA STREETCAR,ANN EVANS,2005-07-12 03:05:38.000,2005-07-19 07:12:38.000,27.99,Mike,MikeHillyer,Niznekamsk,Russian Federation,1,Below Avg,Other
PRESIDENT BANG,7.99,PRESIDENT BANG,DUSTIN GILLETTE,2005-07-12 03:11:18.000,2005-07-21 07:50:18.000,12.99,Jon,JonStephens,Emmen,Netherlands,2,Above Avg,Other
WORDS HUNTER,2.99,WORDS HUNTER,CLIFTON MALCOLM,2005-07-12 03:11:23.000,2005-07-13 00:51:23.000,13.99,Jon,JonStephens,Tanshui,Taiwan,2,Below Avg,Other
NONE SPIKING,1.99,NONE SPIKING,WILLIE HOWELL,2005-07-12 03:11:55.000,2005-07-16 02:08:55.000,18.99,Jon,JonStephens,Vicente Lpez,Argentina,2,Below Avg,Other
GILMORE BOILED,0.99,GILMORE BOILED,AMANDA CARTER,2005-07-12 03:15:45.000,2005-07-17 08:47:45.000,29.99,Jon,JonStephens,Nador,Morocco,2,Below Avg,Other
EXCITEMENT EVE,0.99,EXCITEMENT EVE,SYLVIA ORTIZ,2005-07-12 03:18:07.000,2005-07-15 00:05:07.000,20.99,Mike,MikeHillyer,Dos Quebradas,Colombia,1,Below Avg,Other
SPINAL ROCKY,2.99,SPINAL ROCKY,JAVIER ELROD,2005-07-12 03:19:14.000,2005-07-17 01:13:14.000,12.99,Jon,JonStephens,NDjamna,Chad,2,Below Avg,Other
SUSPECTS QUILLS,3.99,SUSPECTS QUILLS,GLENN PULLEN,2005-07-12 03:27:37.000,2005-07-17 22:42:37.000,22.99,Jon,JonStephens,Amersfoort,Netherlands,2,Below Avg,Other
BONNIE HOLOCAUST,1.99,BONNIE HOLOCAUST,ALFRED CASILLAS,2005-07-12 03:28:22.000,2005-07-17 22:43:22.000,29.99,Mike,MikeHillyer,Sawhaj,Egypt,1,Below Avg,Other
LOVERBOY ATTACKS,1.99,LOVERBOY ATTACKS,KIM CRUZ,2005-07-12 03:33:12.000,2005-07-20 03:56:12.000,19.99,Mike,MikeHillyer,Grand Prairie,United States,1,Below Avg,USA
FLATLINERS KILLER,2.99,FLATLINERS KILLER,FREDDIE DUGGAN,2005-07-12 03:34:50.000,2005-07-17 02:57:50.000,29.99,Jon,JonStephens,Sullana,Peru,2,Below Avg,Other
LUCKY FLYING,2.99,LUCKY FLYING,JESUS MCCARTNEY,2005-07-12 03:35:01.000,2005-07-13 06:50:01.000,10.99,Jon,JonStephens,Guaruj,Brazil,2,Below Avg,Other
CYCLONE FAMILY,4.99,CYCLONE FAMILY,THEODORE CULP,2005-07-12 03:35:39.000,2005-07-21 01:41:39.000,18.99,Mike,MikeHillyer,Uluberia,India,1,Above Avg,Other
EYES DRIVING,3.99,EYES DRIVING,JASON MORRISSEY,2005-07-12 03:39:29.000,2005-07-17 01:01:29.000,13.99,Jon,JonStephens,Baha Blanca,Argentina,2,Below Avg,Other
GOSFORD DONNIE,4.99,GOSFORD DONNIE,NICOLE PETERSON,2005-07-12 03:42:49.000,2005-07-13 05:01:49.000,17.99,Jon,JonStephens,Shivapuri,India,2,Above Avg,Other
MOCKINGBIRD HOLLYWOOD,0.99,MOCKINGBIRD HOLLYWOOD,PHILIP CAUSEY,2005-07-12 03:44:43.000,2005-07-13 05:54:43.000,27.99,Mike,MikeHillyer,Korolev,Russian Federation,1,Below Avg,Other
SECRETS PARADISE,9.99,SECRETS PARADISE,BEVERLY BROOKS,2005-07-12 03:47:44.000,2005-07-20 00:11:44.000,24.99,Mike,MikeHillyer,Chiayi,Taiwan,1,Above Avg,Other
CLASH FREDDY,2.99,CLASH FREDDY,DEANNA BYRD,2005-07-12 03:50:32.000,2005-07-15 03:54:32.000,12.99,Jon,JonStephens,Tuguegarao,Philippines,2,Below Avg,Other
CREEPERS KANE,4.99,CREEPERS KANE,TONI HOLT,2005-07-12 03:51:54.000,2005-07-14 03:41:54.000,23.99,Jon,JonStephens,Roanoke,United States,2,Above Avg,USA
ARTIST COLDBLOODED,5.99,ARTIST COLDBLOODED,JESSE SCHILLING,2005-07-12 03:52:39.000,2005-07-20 08:00:39.000,10.99,Mike,MikeHillyer,Lubumbashi,"Congo, The Democratic Republic of the",1,Above Avg,Other
MONSTER SPARTACUS,3.99,MONSTER SPARTACUS,BOBBIE CRAIG,2005-07-12 03:59:42.000,2005-07-19 22:21:42.000,28.99,Jon,JonStephens,Valle de Santiago,Mexico,2,Below Avg,Other
TRACY CIDER,4.99,TRACY CIDER,WADE DELVALLE,2005-07-12 04:00:36.000,2005-07-19 01:15:36.000,29.99,Mike,MikeHillyer,Lausanne,Switzerland,1,Above Avg,Other
FRENCH HOLIDAY,4.99,FRENCH HOLIDAY,LEAH CURTIS,2005-07-12 04:05:16.000,2005-07-15 08:26:16.000,22.99,Mike,MikeHillyer,Kalisz,Poland,1,Above Avg,Other
REQUIEM TYCOON,7.99,REQUIEM TYCOON,JOYCE EDWARDS,2005-07-12 04:06:11.000,2005-07-21 05:50:11.000,25.99,Mike,MikeHillyer,Jedda,Saudi Arabia,1,Above Avg,Other
STREAK RIDGEMONT,0.99,STREAK RIDGEMONT,APRIL BURNS,2005-07-12 04:11:58.000,2005-07-15 08:32:58.000,28.99,Mike,MikeHillyer,Dundee,United Kingdom,1,Below Avg,Other
HARPER DYING,2.99,HARPER DYING,JULIAN VEST,2005-07-12 04:14:19.000,2005-07-17 00:38:19.000,15.99,Mike,MikeHillyer,Akishima,Japan,1,Below Avg,Other
FLASH WARS,6.99,FLASH WARS,RANDY GAITHER,2005-07-12 04:14:35.000,2005-07-17 03:59:35.000,21.99,Jon,JonStephens,Kurgan,Russian Federation,2,Above Avg,Other
FERRIS MOTHER,5.99,FERRIS MOTHER,GLADYS HAMILTON,2005-07-12 04:17:15.000,2005-07-18 23:11:15.000,13.99,Mike,MikeHillyer,Ilorin,Nigeria,1,Above Avg,Other
GRAFFITI LOVE,3.99,GRAFFITI LOVE,ARLENE HARVEY,2005-07-12 04:21:20.000,2005-07-18 23:45:20.000,29.99,Jon,JonStephens,Ambattur,India,2,Below Avg,Other
CANYON STOCK,0.99,CANYON STOCK,ROSE HOWARD,2005-07-12 04:23:06.000,2005-07-17 00:20:06.000,26.99,Mike,MikeHillyer,Cayenne,French Guiana,1,Below Avg,Other
STAGE WORLD,4.99,STAGE WORLD,WADE DELVALLE,2005-07-12 04:29:44.000,2005-07-18 02:39:44.000,19.99,Jon,JonStephens,Lausanne,Switzerland,2,Above Avg,Other
DIVIDE MONSTER,2.99,DIVIDE MONSTER,ANGEL BARCLAY,2005-07-12 04:31:04.000,2005-07-17 07:09:04.000,13.99,Jon,JonStephens,Ueda,Japan,2,Below Avg,Other
ROXANNE REBEL,0.99,ROXANNE REBEL,TAMMY SANDERS,2005-07-12 04:33:19.000,2005-07-15 08:26:19.000,9.99,Mike,MikeHillyer,Changhwa,Taiwan,1,Below Avg,Other
UNBREAKABLE KARATE,1.99,UNBREAKABLE KARATE,BEN EASTER,2005-07-12 04:35:24.000,2005-07-16 05:37:24.000,16.99,Jon,JonStephens,Kamyin,Russian Federation,2,Below Avg,Other
LEBOWSKI SOLDIERS,2.99,LEBOWSKI SOLDIERS,ARLENE HARVEY,2005-07-12 04:38:32.000,2005-07-13 03:54:32.000,17.99,Mike,MikeHillyer,Ambattur,India,1,Below Avg,Other
STEEL SANTA,6.99,STEEL SANTA,BRANDON HUEY,2005-07-12 04:39:38.000,2005-07-18 05:29:38.000,15.99,Mike,MikeHillyer,Balikesir,Turkey,1,Above Avg,Other
LEATHERNECKS DWARFS,2.99,LEATHERNECKS DWARFS,CLIFTON MALCOLM,2005-07-12 04:39:43.000,2005-07-16 06:33:43.000,21.99,Mike,MikeHillyer,Tanshui,Taiwan,1,Below Avg,Other
HILLS NEIGHBORS,0.99,HILLS NEIGHBORS,THEODORE CULP,2005-07-12 04:43:43.000,2005-07-17 04:52:43.000,29.99,Mike,MikeHillyer,Uluberia,India,1,Below Avg,Other
SCORPION APOLLO,7.99,SCORPION APOLLO,VIOLET RODRIQUEZ,2005-07-12 04:44:25.000,2005-07-18 01:52:25.000,23.99,Jon,JonStephens,Kowloon and New Kowloon,Hong Kong,2,Above Avg,Other
ROMAN PUNK,0.99,ROMAN PUNK,GERTRUDE CASTILLO,2005-07-12 04:46:30.000,2005-07-19 03:04:30.000,28.99,Jon,JonStephens,Nuuk,Greenland,2,Below Avg,Other
HORN WORKING,6.99,HORN WORKING,ERIK GUILLEN,2005-07-12 04:50:26.000,2005-07-20 23:44:26.000,23.99,Jon,JonStephens,Bhimavaram,India,2,Above Avg,Other
JUMPING WRATH,3.99,JUMPING WRATH,LENA JENSEN,2005-07-12 04:50:49.000,2005-07-19 03:23:49.000,18.99,Mike,MikeHillyer,Halisahar,India,1,Below Avg,Other
DANGEROUS UPTOWN,6.99,DANGEROUS UPTOWN,BERTHA FERGUSON,2005-07-12 04:51:13.000,2005-07-21 03:38:13.000,26.99,Mike,MikeHillyer,Ondo,Nigeria,1,Above Avg,Other
GUYS FALCON,5.99,GUYS FALCON,ERIK GUILLEN,2005-07-12 04:53:41.000,2005-07-17 23:17:41.000,20.99,Jon,JonStephens,Bhimavaram,India,2,Above Avg,Other
LOLITA WORLD,2.99,LOLITA WORLD,WILLIE MARKHAM,2005-07-12 04:53:49.000,2005-07-13 01:48:49.000,25.99,Mike,MikeHillyer,Almirante Brown,Argentina,1,Below Avg,Other
MASKED BUBBLE,0.99,MASKED BUBBLE,GWENDOLYN MAY,2005-07-12 04:54:32.000,2005-07-15 09:50:32.000,12.99,Jon,JonStephens,Higashiosaka,Japan,2,Below Avg,Other
EARTH VISION,0.99,EARTH VISION,ANNIE RUSSELL,2005-07-12 04:56:15.000,2005-07-17 08:28:15.000,29.99,Mike,MikeHillyer,Tete,Mozambique,1,Below Avg,Other
WHISPERER GIANT,8.99,WHISPERER GIANT,RANDY GAITHER,2005-07-12 04:56:30.000,2005-07-20 05:41:30.000,24.99,Mike,MikeHillyer,Kurgan,Russian Federation,1,Above Avg,Other
BOOGIE AMELIE,4.99,BOOGIE AMELIE,DAWN SULLIVAN,2005-07-12 04:57:17.000,2005-07-17 09:29:17.000,11.99,Jon,JonStephens,Funafuti,Tuvalu,2,Above Avg,Other
MISSION ZOOLANDER,7.99,MISSION ZOOLANDER,PATSY DAVIDSON,2005-07-12 04:57:46.000,2005-07-18 08:36:46.000,26.99,Jon,JonStephens,Portoviejo,Ecuador,2,Above Avg,Other
MADISON TRAP,5.99,MADISON TRAP,SHANE MILLARD,2005-07-12 05:00:46.000,2005-07-19 04:40:46.000,11.99,Jon,JonStephens,La Paz,Mexico,2,Above Avg,Other
MONEY HAROLD,7.99,MONEY HAROLD,BRENT HARKINS,2005-07-12 05:02:01.000,2005-07-20 06:19:01.000,17.99,Jon,JonStephens,Sultanbeyli,Turkey,2,Above Avg,Other
ISLAND EXORCIST,2.99,ISLAND EXORCIST,ROSA REYNOLDS,2005-07-12 05:03:14.000,2005-07-19 04:06:14.000,23.99,Mike,MikeHillyer,Lancaster,United States,1,Below Avg,USA
BEDAZZLED MARRIED,0.99,BEDAZZLED MARRIED,ALFREDO MCADAMS,2005-07-12 05:03:43.000,2005-07-13 10:44:43.000,21.99,Mike,MikeHillyer,Serpuhov,Russian Federation,1,Below Avg,Other
COMA HEAD,4.99,COMA HEAD,BRENT HARKINS,2005-07-12 05:05:06.000,2005-07-13 05:12:06.000,10.99,Jon,JonStephens,Sultanbeyli,Turkey,2,Above Avg,Other
DREAM PICKUP,5.99,DREAM PICKUP,JENNIE TERRY,2005-07-12 05:06:39.000,2005-07-21 10:37:39.000,18.99,Mike,MikeHillyer,Olomouc,Czech Republic,1,Above Avg,Other
MOULIN WAKE,5.99,MOULIN WAKE,MARION SNYDER,2005-07-12 05:07:26.000,2005-07-21 06:06:26.000,20.99,Jon,JonStephens,Santa Brbara dOeste,Brazil,2,Above Avg,Other
ENEMY ODDS,4.99,ENEMY ODDS,MELANIE ARMSTRONG,2005-07-12 05:08:16.000,2005-07-14 04:09:16.000,23.99,Mike,MikeHillyer,Bayugan,Philippines,1,Above Avg,Other
STRAIGHT HOURS,0.99,STRAIGHT HOURS,IVAN CROMWELL,2005-07-12 05:10:16.000,2005-07-13 04:16:16.000,19.99,Jon,JonStephens,Monclova,Mexico,2,Below Avg,Other
FINDING ANACONDA,4.99,FINDING ANACONDA,VICTORIA GIBSON,2005-07-12 05:12:03.000,2005-07-20 06:49:03.000,10.99,Mike,MikeHillyer,Pemalang,Indonesia,1,Above Avg,Other
JADE BUNCH,2.99,JADE BUNCH,JOANN GARDNER,2005-07-12 05:16:07.000,2005-07-13 05:32:07.000,21.99,Jon,JonStephens,Tarsus,Turkey,2,Below Avg,Other
BROTHERHOOD BLANKET,1.99,BROTHERHOOD BLANKET,JONATHAN SCARBOROUGH,2005-07-12 05:20:35.000,2005-07-16 08:44:35.000,26.99,Jon,JonStephens,Pachuca de Soto,Mexico,2,Below Avg,Other
BREAKING HOME,2.99,BREAKING HOME,TERESA ROGERS,2005-07-12 05:22:06.000,2005-07-15 00:04:06.000,21.99,Jon,JonStephens,Iwakuni,Japan,2,Below Avg,Other
ZHIVAGO CORE,0.99,ZHIVAGO CORE,CLAUDE HERZOG,2005-07-12 05:24:02.000,2005-07-16 03:43:02.000,10.99,Jon,JonStephens,Benguela,Angola,2,Below Avg,Other
SUNRISE LEAGUE,5.99,SUNRISE LEAGUE,SHIRLEY ALLEN,2005-07-12 05:26:26.000,2005-07-16 05:10:26.000,19.99,Jon,JonStephens,Davao,Philippines,2,Above Avg,Other
ALTER VICTORY,3.99,ALTER VICTORY,BARRY LOVELACE,2005-07-12 05:34:09.000,2005-07-21 07:37:09.000,27.99,Mike,MikeHillyer,Kitwe,Zambia,1,Below Avg,Other
KWAI HOMEWARD,1.99,KWAI HOMEWARD,ELLA OLIVER,2005-07-12 05:34:44.000,2005-07-18 06:12:44.000,25.99,Jon,JonStephens,Aden,Yemen,2,Below Avg,Other
MOVIE SHAKESPEARE,4.99,MOVIE SHAKESPEARE,VIRGINIA GREEN,2005-07-12 05:39:50.000,2005-07-13 01:07:50.000,27.99,Jon,JonStephens,Toulouse,France,2,Above Avg,Other
HANGING DEEP,6.99,HANGING DEEP,MARION SNYDER,2005-07-12 05:42:53.000,2005-07-19 01:23:53.000,18.99,Jon,JonStephens,Santa Brbara dOeste,Brazil,2,Above Avg,Other
EXPENDABLE STALLION,4.99,EXPENDABLE STALLION,ELSIE KELLEY,2005-07-12 05:43:09.000,2005-07-19 08:18:09.000,14.99,Jon,JonStephens,Ikerre,Nigeria,2,Above Avg,Other
TROUBLE DATE,2.99,TROUBLE DATE,KAREN JACKSON,2005-07-12 05:45:47.000,2005-07-15 05:18:47.000,13.99,Jon,JonStephens,Osmaniye,Turkey,2,Below Avg,Other
COLOR PHILADELPHIA,4.99,COLOR PHILADELPHIA,IDA ANDREWS,2005-07-12 05:47:40.000,2005-07-20 06:23:40.000,19.99,Jon,JonStephens,Luzinia,Brazil,2,Above Avg,Other
IGBY MAKER,4.99,IGBY MAKER,AGNES BISHOP,2005-07-12 05:50:31.000,2005-07-13 09:58:31.000,12.99,Mike,MikeHillyer,Sambhal,India,1,Above Avg,Other
SLUMS DUCK,0.99,SLUMS DUCK,EVA RAMOS,2005-07-12 05:51:47.000,2005-07-15 11:31:47.000,21.99,Mike,MikeHillyer,Clarksville,United States,1,Below Avg,USA
PLUTO OLEANDER,4.99,PLUTO OLEANDER,VIRGINIA GREEN,2005-07-12 05:56:38.000,2005-07-16 10:41:38.000,9.99,Mike,MikeHillyer,Toulouse,France,1,Above Avg,Other
REUNION WITCHES,0.99,REUNION WITCHES,MINNIE ROMERO,2005-07-12 06:03:40.000,2005-07-13 11:49:40.000,26.99,Jon,JonStephens,Ciomas,Indonesia,2,Below Avg,Other
CHANCE RESURRECTION,5.99,CHANCE RESURRECTION,WENDY HARRISON,2005-07-12 06:04:22.000,2005-07-18 03:19:22.000,22.99,Jon,JonStephens,Nezahualcyotl,Mexico,2,Above Avg,Other
FEUD FROGMEN,0.99,FEUD FROGMEN,WADE DELVALLE,2005-07-12 06:12:53.000,2005-07-18 07:55:53.000,29.99,Jon,JonStephens,Lausanne,Switzerland,2,Below Avg,Other
BIRD INDEPENDENCE,4.99,BIRD INDEPENDENCE,NICHOLAS BARFIELD,2005-07-12 06:13:41.000,2005-07-16 03:22:41.000,14.99,Mike,MikeHillyer,Belm,Brazil,1,Above Avg,Other
TROJAN TOMORROW,2.99,TROJAN TOMORROW,ALEXANDER FENNELL,2005-07-12 06:15:05.000,2005-07-15 06:23:05.000,9.99,Mike,MikeHillyer,Bergamo,Italy,1,Below Avg,Other
KISSING DOLLS,4.99,KISSING DOLLS,TAMARA NGUYEN,2005-07-12 06:15:41.000,2005-07-15 10:43:41.000,9.99,Mike,MikeHillyer,Anpolis,Brazil,1,Above Avg,Other
FRISCO FORREST,4.99,FRISCO FORREST,BRENDA WRIGHT,2005-07-12 06:26:10.000,2005-07-13 06:44:10.000,23.99,Mike,MikeHillyer,Kamarhati,India,1,Above Avg,Other
INNOCENT USUAL,4.99,INNOCENT USUAL,TIM CARY,2005-07-12 06:26:49.000,2005-07-14 05:07:49.000,26.99,Jon,JonStephens,Bijapur,India,2,Above Avg,Other
IDOLS SNATCHERS,4.99,IDOLS SNATCHERS,JACOB LANCE,2005-07-12 06:28:12.000,2005-07-19 06:19:12.000,29.99,Mike,MikeHillyer,El Monte,United States,1,Above Avg,USA
LAWLESS VISION,4.99,LAWLESS VISION,WARREN SHERROD,2005-07-12 06:42:31.000,2005-07-15 07:51:31.000,29.99,Mike,MikeHillyer,Usolje-Sibirskoje,Russian Federation,1,Above Avg,Other
HALF OUTFIELD,2.99,HALF OUTFIELD,GREG ROBINS,2005-07-12 06:43:36.000,2005-07-16 12:18:36.000,25.99,Jon,JonStephens,Nam Dinh,Vietnam,2,Below Avg,Other
IDAHO LOVE,8.99,IDAHO LOVE,ANITA MORALES,2005-07-12 06:50:52.000,2005-07-21 06:51:52.000,25.99,Mike,MikeHillyer,Hubli-Dharwad,India,1,Above Avg,Other
STEPMOM DREAM,4.99,STEPMOM DREAM,PHYLLIS FOSTER,2005-07-12 06:56:24.000,2005-07-17 09:36:24.000,9.99,Mike,MikeHillyer,Zalantun,China,1,Above Avg,Other
BANGER PINOCCHIO,3.99,BANGER PINOCCHIO,CHAD CARBONE,2005-07-12 06:56:26.000,2005-07-20 05:53:26.000,15.99,Jon,JonStephens,Katihar,India,2,Below Avg,Other
ELF MURDER,4.99,ELF MURDER,JACOB LANCE,2005-07-12 06:57:40.000,2005-07-16 04:27:40.000,19.99,Mike,MikeHillyer,El Monte,United States,1,Above Avg,USA
GANGS PRIDE,2.99,GANGS PRIDE,KYLE SPURLOCK,2005-07-12 07:06:29.000,2005-07-14 12:06:29.000,27.99,Jon,JonStephens,Shanwei,China,2,Below Avg,Other
DOCTOR GRAIL,4.99,DOCTOR GRAIL,LEROY BUSTAMANTE,2005-07-12 07:08:21.000,2005-07-18 06:16:21.000,29.99,Jon,JonStephens,Tongliao,China,2,Above Avg,Other
NIGHTMARE CHILL,5.99,NIGHTMARE CHILL,RAUL FORTIER,2005-07-12 07:13:46.000,2005-07-16 05:15:46.000,25.99,Jon,JonStephens,Chapra,India,2,Above Avg,Other
SATISFACTION CONFIDENTIAL,8.99,SATISFACTION CONFIDENTIAL,PRISCILLA LOWE,2005-07-12 07:19:35.000,2005-07-19 07:15:35.000,26.99,Mike,MikeHillyer,Salamanca,Mexico,1,Above Avg,Other
SABRINA MIDNIGHT,4.99,SABRINA MIDNIGHT,GERALD FULTZ,2005-07-12 07:21:17.000,2005-07-14 02:35:17.000,11.99,Jon,JonStephens,Satna,India,2,Above Avg,Other
WIFE TURN,4.99,WIFE TURN,BRAD MCCURDY,2005-07-12 07:25:43.000,2005-07-13 07:59:43.000,27.99,Mike,MikeHillyer,Chungho,Taiwan,1,Above Avg,Other
ENEMY ODDS,7.99,ENEMY ODDS,LLOYD DOWD,2005-07-12 07:25:48.000,2005-07-20 02:24:48.000,23.99,Jon,JonStephens,Tegal,Indonesia,2,Above Avg,Other
CUPBOARD SINNERS,2.99,CUPBOARD SINNERS,RODNEY MOELLER,2005-07-12 07:32:59.000,2005-07-13 02:47:59.000,29.99,Mike,MikeHillyer,Deba Habe,Nigeria,1,Below Avg,Other
DECEIVER BETRAYED,0.99,DECEIVER BETRAYED,ZACHARY HITE,2005-07-12 07:37:02.000,2005-07-16 10:24:02.000,22.99,Jon,JonStephens,Akron,United States,2,Below Avg,USA
HYDE DOCTOR,4.99,HYDE DOCTOR,NEIL RENNER,2005-07-12 07:38:25.000,2005-07-19 07:58:25.000,11.99,Mike,MikeHillyer,Cam Ranh,Vietnam,1,Above Avg,Other
VOICE PEACH,3.99,VOICE PEACH,RON DELUCA,2005-07-12 07:41:14.000,2005-07-21 02:45:14.000,22.99,Jon,JonStephens,Isesaki,Japan,2,Below Avg,Other
RIDGEMONT SUBMARINE,3.99,RIDGEMONT SUBMARINE,ALAN KAHN,2005-07-12 07:41:48.000,2005-07-18 12:36:48.000,28.99,Jon,JonStephens,Emeishan,China,2,Below Avg,Other
GILMORE BOILED,3.99,GILMORE BOILED,JEROME KENYON,2005-07-12 07:44:49.000,2005-07-20 03:22:49.000,29.99,Jon,JonStephens,Rancagua,Chile,2,Below Avg,Other
LIBERTY MAGNIFICENT,7.99,LIBERTY MAGNIFICENT,KRISTIN JOHNSTON,2005-07-12 07:50:24.000,2005-07-20 03:25:24.000,27.99,Jon,JonStephens,Sunnyvale,United States,2,Above Avg,USA
SHANGHAI TYCOON,2.99,SHANGHAI TYCOON,FRANCIS SIKES,2005-07-12 07:52:55.000,2005-07-16 13:19:55.000,20.99,Jon,JonStephens,San Juan Bautista Tuxtepec,Mexico,2,Below Avg,Other
CONQUERER NUTS,4.99,CONQUERER NUTS,BRUCE SCHWARZ,2005-07-12 07:57:45.000,2005-07-16 05:41:45.000,14.99,Jon,JonStephens,Okinawa,Japan,2,Above Avg,Other
OKLAHOMA JUMANJI,0.99,OKLAHOMA JUMANJI,KURT EMMONS,2005-07-12 08:01:07.000,2005-07-19 03:12:07.000,15.99,Mike,MikeHillyer,Kanazawa,Japan,1,Below Avg,Other
NATIONAL STORY,2.99,NATIONAL STORY,MARION SNYDER,2005-07-12 08:03:40.000,2005-07-13 09:05:40.000,19.99,Mike,MikeHillyer,Santa Brbara dOeste,Brazil,1,Below Avg,Other
BIRCH ANTITRUST,8.99,BIRCH ANTITRUST,WALLACE SLONE,2005-07-12 08:08:50.000,2005-07-20 09:17:50.000,18.99,Mike,MikeHillyer,Sokoto,Nigeria,1,Above Avg,Other
SHAKESPEARE SADDLE,2.99,SHAKESPEARE SADDLE,VIOLA HANSON,2005-07-12 08:16:50.000,2005-07-18 07:08:50.000,26.99,Jon,JonStephens,Lapu-Lapu,Philippines,2,Below Avg,Other
RIVER OUTLAW,3.99,RIVER OUTLAW,PAULINE HENRY,2005-07-12 08:19:41.000,2005-07-19 08:19:41.000,29.99,Jon,JonStephens,Torren,Mexico,2,Below Avg,Other
CHEAPER CLYDE,3.99,CHEAPER CLYDE,JONATHAN SCARBOROUGH,2005-07-12 08:20:02.000,2005-07-21 09:16:02.000,23.99,Jon,JonStephens,Pachuca de Soto,Mexico,2,Below Avg,Other
GASLIGHT CRUSADE,2.99,GASLIGHT CRUSADE,VELMA LUCAS,2005-07-12 08:20:23.000,2005-07-16 07:19:23.000,10.99,Mike,MikeHillyer,Effon-Alaiye,Nigeria,1,Below Avg,Other
